dfo_centroid_y,dfo_main_cause,dfo_centroid_x,slope_threshold,dfo_severity,threshold_b1b2,dfo_displaced,began,dfo_validation_type,dfo_country,dfo_dead,gfd_country_code,ended,threshold_type,threshold_b7,began_y,began_m,began_d,ended_y,ended_m,ended_d,path,range
41.466448,Heavy Rain,20.082834,5,1.5,0.7,1500,2010/1/4,0,Albania,0,IT HR AL BK MJ RB GR MK KV BU TU SI AU UU,2010/1/13,0,675,2010,1,4,2010,1,13,/Croatia/DFO_3591_From_20100104_to_20100113/DFO_3591_From_20100104_to_20100113.tif,"(13.18053100624368 46.52599435276032,13.18053100624368 36.38176900684063,29.060499441266522 36.38176900684063,29.060499441266522 46.52599435276032,13.18053100624368 46.52599435276032)"
42.523179,Heavy rain,24.501635,5,1,0.7,0,2007/5/22,News,Bulgaria,2,IT HR AL BK MJ RB GR MK KV BU TU RO SI UU,2007/6/6,0,675,2007,5,22,2007,6,6,/Croatia/DFO_3085_From_20070522_to_20070606/DFO_3085_From_20070522_to_20070606.tif,"(13.18053100624368 46.7550647502108,13.18053100624368 36.38176900684063,29.060499441266522 36.38176900684063,29.060499441266522 46.7550647502108,13.18053100624368 46.7550647502108)"
40.106682,Torrential Rain,21.469658,5,1,0.7,0,2010/12/3,News,Greece,1,IT HR AL BK MJ RB GR MK KV BU TU SI UU,2010/12/17,0,675,2010,12,3,2010,12,17,/Croatia/DFO_3756_From_20101203_to_20101217/DFO_3756_From_20101203_to_20101217.tif,"(13.18053100624368 46.447391765399864,13.18053100624368 36.38176900684063,29.060499441266522 36.38176900684063,29.060499441266522 46.447391765399864,13.18053100624368 46.447391765399864)"
43.987173,Heavy Rain,17.704984,5,1,0.7,0,2010/6/22,0,Bosnia and Herzegovina,46,IT HR AL BK MJ RB GR MK KV BU TU SI AU UU,2010/6/26,0,675,2010,6,22,2010,6,26,/Croatia/DFO_3665_From_20100622_to_20100626/DFO_3665_From_20100622_to_20100626.tif,"(13.18053100624368 46.52599435276032,13.18053100624368 36.38176900684063,29.060499441266522 36.38176900684063,29.060499441266522 46.52599435276032,13.18053100624368 46.52599435276032)"
45.262129,Snowmelt,20.749322,5,2,0.7,1500,2006/4/4,News,Serbia-Montenegro,0,IT HR AL BK MJ RB MK KV BU UP RO PL GM EZ LO HU SI AU SZ,2006/5/11,0,675,2006,4,4,2006,5,11,/Croatia/DFO_2832_From_20060404_to_20060511/DFO_2832_From_20060404_to_20060511.tif,"(8.152211203384658 50.247265417225435,8.152211203384658 42.08157948457898,28.597867069944968 42.08157948457898,28.597867069944968 50.247265417225435,8.152211203384658 50.247265417225435)"
41.531705,Heavy Rain,26.671405,5,1.5,0.7,0,2018/3/25,FloodList,Greece,0,IT HR AL BK MJ RB GR MK KV BU TU RO UP SI UU,2018/4/8,0,675,2018,3,25,2018,4,8,/Croatia/DFO_4597_From_20180325_to_20180408/DFO_4597_From_20180325_to_20180408.tif,"(13.18053100624368 46.447391765399864,13.18053100624368 36.38176900684063,29.729744327935563 36.38176900684063,29.729744327935563 46.447391765399864,13.18053100624368 46.447391765399864)"
49.773614,Heavy Rain,19.644003,5,2,0.7,0,2010/5/15,0,Czech Republic,12,IT HR RB UP RO BO PL GM EZ LO HU SI AU SZ,2010/5/24,0,675,2010,5,15,2010,5,24,/Croatia/DFO_3648_From_20100515_to_20100524/DFO_3648_From_20100515_to_20100524.tif,"(8.152211203384658 54.31438786607657,8.152211203384658 45.13585145058536,25.738978678234588 45.13585145058536,25.738978678234588 54.31438786607657,8.152211203384658 54.31438786607657)"
45.829287,Heavy rain,8.642375,5,1,0.7,10000,2002/11/22,News,Italy,0,FR IT SM HR AL BK MJ RB GR MK KV BU TU SI AU UU SZ,2002/12/3,0,675,2002,11,22,2002,12,3,/Croatia/DFO_2099_From_20021122_to_20021203/DFO_2099_From_20021122_to_20021203.tif,"(6.548718421231312 47.094178769965914,6.548718421231312 36.38176900684062,29.060499441266522 36.38176900684062,29.060499441266522 47.094178769965914,6.548718421231312 47.094178769965914)"
41.397529,Heavy rain,19.773795,5,1,0.7,9700,2002/9/21,News,Albania,1,IT HR AL BK MJ RB GR MK KV BU TU SI UU,2002/10/8,0,675,2002,9,21,2002,10,8,/Croatia/DFO_2060_From_20020921_to_20021008/DFO_2060_From_20020921_to_20021008.tif,"(13.18053100624368 46.447391765399864,13.18053100624368 36.38176900684063,29.060499441266522 36.38176900684063,29.060499441266522 46.447391765399864,13.18053100624368 46.447391765399864)"
48.666377,Snowmelt,19.084362,5,2,0.7,6020,2006/3/28,News,Slovakia,3,IT HR RB UP RO BO PL GM EZ LO HU SI AU SZ,2006/5/9,0,675,2006,3,28,2006,5,9,/Croatia/DFO_2827_From_20060328_to_20060509/DFO_2827_From_20060328_to_20060509.tif,"(8.152211203384658 54.31438786607657,8.152211203384658 45.12013093311327,25.738978678234588 45.12013093311327,25.738978678234588 54.31438786607657,8.152211203384658 54.31438786607657)"
39.686804,Heavy RAin,22.53924,5,1,0.7,30,2018/2/26,FloodLIst,Greece,0,IT HR AL BK MJ RB GR MK KV BU TU SI UU,2018/3/2,0,675,2018,2,26,2018,3,2,/Croatia/DFO_4583_From_20180226_to_20180302/DFO_4583_From_20180226_to_20180302.tif,"(13.18053100624368 46.447391765399864,13.18053100624368 36.38176900684063,29.060499441266522 36.38176900684063,29.060499441266522 46.447391765399864,13.18053100624368 46.447391765399864)"
42.55503,"Dam Break, Snowmelt, Heavy Rain",24.257634,5,1.5,0.481,1000,2012/2/1,News,Bulgaria,5,IT HR AL BK MJ RB GR MK KV BU TU RO SI UU,2012/2/6,1,760.53,2012,2,1,2012,2,6,/Croatia/DFO_3896_From_20120201_to_20120206/DFO_3896_From_20120201_to_20120206.tif,"(13.18053100624368 46.7550647502108,13.18053100624368 36.38176900684063,29.060499441266522 36.38176900684063,29.060499441266522 46.7550647502108,13.18053100624368 46.7550647502108)"
39.608875,Heavy rain,22.223743,5,1,0.7,0,2003/1/27,News,Greece,0,IT HR AL BK MJ RB GR MK KV BU TU SI UU,2003/2/7,0,675,2003,1,27,2003,2,7,/Croatia/DFO_2172_From_20030127_to_20030207/DFO_2172_From_20030127_to_20030207.tif,"(13.18053100624368 46.447391765399864,13.18053100624368 36.38176900684063,29.060499441266522 36.38176900684063,29.060499441266522 46.447391765399864,13.18053100624368 46.447391765399864)"
58.489746,Snowmelt,106.619051,5,2,0.7,70000,2001/5/12,News,Russia,7,CH KZ RS MG,2001/6/8,0,675,2001,5,12,2001,6,8,/Russia/DFO_1725_From_20010512_to_20010608/DFO_1725_From_20010512_to_20010608.tif,"(100.61580339780701 73.08917730417457,100.61580339780701 45.56030542233184,133.96126674432367 45.56030542233184,133.96126674432367 73.08917730417457,100.61580339780701 73.08917730417457)"
56.65203,Snowmelt,24.797712,5,1,0.7,0,2010/3/27,0,Latvia,0,RS EN LG LH BO PL,2010/3/31,0,675,2010,3,27,2010,3,31,/Russia/DFO_3630_From_20100327_to_20100331/DFO_3630_From_20100327_to_20100331.tif,"(20.96892451955993 60.10852144864749,20.96892451955993 52.5694104266744,33.884452516988354 52.5694104266744,33.884452516988354 60.10852144864749,20.96892451955993 60.10852144864749)"
40.941743,Heavy rain,47.192685,5,1,0.7,0,2003/4/16,News,Azerbaijan,0,TU IR AJ AM RS GG,2003/6/4,0,675,2003,4,16,2003,6,4,/Russia/DFO_2206_From_20030416_to_20030604/DFO_2206_From_20030416_to_20030604.tif,"(41.17877262403887 43.60871546758217,41.17877262403887 36.89380871878875,50.62231204834534 36.89380871878875,50.62231204834534 43.60871546758217,41.17877262403887 43.60871546758217)"
52.553105,Snowmelt,35.708239,5,1,0.7,600,2003/4/15,News,Russia,0,RS UP EN LG LH BO,2003/5/18,0,675,2003,4,15,2003,5,18,/Russia/DFO_2209_From_20030415_to_20030518/DFO_2209_From_20030415_to_20030518.tif,"(23.97378914493973 61.54358011502842,23.97378914493973 44.38126661192496,45.4300497061345 44.38126661192496,45.4300497061345 61.54358011502842,23.97378914493973 61.54358011502842)"
58.045386,Snowmelt,67.244613,5,1,0.7,6000,2002/4/22,News,Russia,0,KZ RS,2002/5/7,0,675,2002,4,22,2002,5,7,/Russia/DFO_1910_From_20020422_to_20020507/DFO_1910_From_20020422_to_20020507.tif,"(58.956432096764196 66.14744594614096,58.956432096764196 48.389998567308325,76.44663067857128 48.389998567308325,76.44663067857128 66.14744594614096,58.956432096764196 66.14744594614096)"
62.878733,Snowmelt,128.129536,5,1,0.651,400,2003/5/27,News,Russia,0,RS,2003/6/20,1,583.77,2003,5,27,2003,6,20,/Russia/DFO_2238_From_20030527_to_20030620/DFO_2238_From_20030527_to_20030620.tif,"(103.21867193354332 73.08917730417457,103.21867193354332 55.48893510006285,136.56413528005996 55.48893510006285,136.56413528005996 73.08917730417457,103.21867193354332 73.08917730417457)"
58.190103,Heavy Rain,81.527738,5,1,0.7,1200,2015/5/15,News,Russia,0,CH KZ RS MG,2015/6/2,0,675,2015,5,15,2015,6,2,/Russia/DFO_4258_From_20150515_to_20150602/DFO_4258_From_20150515_to_20150602.tif,"(67.27034005129038 63.44351694094121,67.27034005129038 45.74446005557634,92.65223840408746 45.74446005557634,92.65223840408746 63.44351694094121,67.27034005129038 63.44351694094121)"
51.254165,Snowmelt,70.046756,5,1.5,0.7,7000,2017/4/14,News,Kazakhstan,0,CH KZ RS MG,2017/4/21,0,675,2017,4,14,2017,4,21,/Russia/DFO_4465_From_20170414_to_20170421/DFO_4465_From_20170414_to_20170421.tif,"(58.527486548597125 61.954559357513105,58.527486548597125 44.466606563916315,91.87294989511376 44.466606563916315,91.87294989511376 61.954559357513105,58.527486548597125 61.954559357513105)"
44.70018,Torrential Rain,44.369848,5,1,0.836,200,2003/8/27,News,Russia,0,RS,2003/8/29,1,1288.42,2003,8,27,2003,8,29,/Russia/DFO_2336_From_20030827_to_20030829/DFO_2336_From_20030827_to_20030829.tif,"(42.01869741469062 48.50453376603357,42.01869741469062 43.48968869243634,47.8734672789396 43.48968869243634,47.8734672789396 48.50453376603357,42.01869741469062 48.50453376603357)"
58.692261,Heavy rain,64.578305,5,1,0.7,1000,2002/5/7,News,Russia,0,KZ RS,2002/6/6,0,675,2002,5,7,2002,6,6,/Russia/DFO_1921_From_20020507_to_20020606/DFO_1921_From_20020507_to_20020606.tif,"(58.956432096764196 61.954559357513105,58.956432096764196 51.16579279523765,75.25636292711292 51.16579279523765,75.25636292711292 61.954559357513105,58.956432096764196 61.954559357513105)"
68.00087,Heavy Rain,157.950235,5,1.5,0.7,1000,2012/5/20,News,Russia,0,RS,2012/5/29,0,675,2012,5,20,2012,5,29,/Russia/DFO_3931_From_20120520_to_20120529/DFO_3931_From_20120520_to_20120529.tif,"(144.43562295715728 71.09267158521894,144.43562295715728 60.49928859723948,170.93816962689345 60.49928859723948,170.93816962689345 71.09267158521894,144.43562295715728 71.09267158521894)"
50.775179,Snowmelt,87.143833,5,1,0.7,420,2006/4/21,News,Russia,0,CH KZ RS MG,2006/5/31,0,675,2006,4,21,2006,5,31,/Russia/DFO_2851_From_20060421_to_20060531/DFO_2851_From_20060421_to_20060531.tif,"(67.27034005129038 63.44351694094121,67.27034005129038 45.56030542233184,100.20931573174293 45.56030542233184,100.20931573174293 63.44351694094121,67.27034005129038 63.44351694094121)"
43.882229,Heavy rain,132.379911,5,1,1.214,1500,2002/7/20,News,Russia,0,CH RS KN,2002/7/26,1,440.37,2002,7,20,2002,7,26,/Russia/DFO_1997_From_20020720_to_20020726/DFO_1997_From_20020720_to_20020726.tif,"(128.11098845649528 53.11738274998731,128.11098845649528 40.94745643837809,141.5520308951336 40.94745643837809,141.5520308951336 53.11738274998731,128.11098845649528 53.11738274998731)"
48.240995,Snow Melt,33.319354,5,1,0.426,130,2003/3/22,News,Ukraine,0,RS UP RO MD BO PL,2003/4/4,1,726.91,2003,3,22,2003,4,4,/Russia/DFO_2187_From_20030322_to_20030404/DFO_2187_From_20030322_to_20030404.tif,"(22.5319931139279 53.91912914106398,22.5319931139279 44.381266611924964,39.671848734928375 44.381266611924964,39.671848734928375 53.91912914106398,22.5319931139279 53.91912914106398)"
53.473921,Rain and snowmelt,34.484838,5,1,0.7,1220,2004/3/30,News,Russia,0,RS UP FI EN LG LH BO PL EZ LO,2004/5/5,0,675,2004,3,30,2004,5,5,/Russia/DFO_2463_From_20040330_to_20040505/DFO_2463_From_20040330_to_20040505.tif,"(17.007354116592843 64.31263697832685,17.007354116592843 46.276711861417155,47.62643057580674 46.276711861417155,47.62643057580674 64.31263697832685,17.007354116592843 64.31263697832685)"
62.336386,Snowmelt,130.45858,5,1,0.59,7000,2007/5/13,News,Russia,0,RS,2007/6/13,1,536.85,2007,5,13,2007,6,13,/Russia/DFO_3075_From_20070513_to_20070613/DFO_3075_From_20070513_to_20070613.tif,"(103.21867193354332 73.08917730417457,103.21867193354332 55.48893510006285,136.56413528005996 55.48893510006285,136.56413528005996 73.08917730417457,103.21867193354332 73.08917730417457)"
50.004265,Heavy Rain,128.424146,5,2,0.7,1500,2013/8/1,News,Russia,0,CH RS KN MG,2013/8/7,0,675,2013,8,1,2013,8,7,/Russia/DFO_4079_From_20130801_to_20130807/DFO_4079_From_20130801_to_20130807.tif,"(119.34792285990933 55.938092742122606,119.34792285990933 41.70653285345909,135.09763557873484 41.70653285345909,135.09763557873484 55.938092742122606,119.34792285990933 55.938092742122606)"
60.500484,Ice jam/break-up,130.539955,5,1,0.7,700,2008/5/12,News,Russia,0,RS,2008/5/25,0,675,2008,5,12,2008,5,25,/Russia/DFO_3306_From_20080512_to_20080525/DFO_3306_From_20080512_to_20080525.tif,"(103.21867193354332 73.08917730417457,103.21867193354332 53.72823714318858,136.56413528005996 53.72823714318858,136.56413528005996 73.08917730417457,103.21867193354332 73.08917730417457)"
47.6723,Heavy Rain,91.4251,5,1,0.7,30,2018/7/11,FloodList,Mongolia,0,CH KZ RS MG,2018/7/19,0,675,2018,7,11,2018,7,19,/Russia/DFO_4654_From_20180711_to_20180719/DFO_4654_From_20180711_to_20180719.tif,"(67.27034005129038 63.44351694094121,67.27034005129038 42.786756982612815,100.61580339780701 42.786756982612815,100.61580339780701 63.44351694094121,67.27034005129038 63.44351694094121)"
57.820476,Snowmelt,79.316216,5,1,0.7,500,2003/4/23,News,Russia,0,CH KZ RS MG,2003/5/13,0,675,2003,4,23,2003,5,13,/Russia/DFO_2214_From_20030423_to_20030513/DFO_2214_From_20030423_to_20030513.tif,"(62.53621850398049 67.9687801846933,62.53621850398049 45.74446005557634,95.60544990063039 45.74446005557634,95.60544990063039 67.9687801846933,62.53621850398049 67.9687801846933)"
55.453563,Snowmelt,64.739289,5,1,0.7,0,2003/4/16,News,Russia,0,CH KZ RS MG,2003/5/28,0,675,2003,4,16,2003,5,28,/Russia/DFO_2208_From_20030416_to_20030528/DFO_2208_From_20030416_to_20030528.tif,"(58.956432096764196 66.14744594614096,58.956432096764196 48.389998567308325,92.30189544328084 48.389998567308325,92.30189544328084 66.14744594614096,58.956432096764196 66.14744594614096)"
63.531266,Snowmelt,42.394583,5,1,0.543,1600,2003/5/1,News,Russia,0,RS,2003/5/16,1,695.18,2003,5,1,2003,5,16,/Russia/DFO_2221_From_20030501_to_20030516/DFO_2221_From_20030501_to_20030516.tif,"(38.39848681968895 68.28094474592483,38.39848681968895 52.64127564940396,66.25075220381471 52.64127564940396,66.25075220381471 68.28094474592483,38.39848681968895 68.28094474592483)"
52.57734,Snow Melt,25.203028,5,1,0.481,0,2003/3/22,News,Belarus,0,RS UP MD EN LG LH BO PL EZ LO,2003/5/5,1,840.82,2003,3,22,2003,5,5,/Russia/DFO_2193_From_20030322_to_20030505/DFO_2193_From_20030322_to_20030505.tif,"(17.007354116592843 57.69654491078657,17.007354116592843 45.21894561436642,37.792124002908274 45.21894561436642,37.792124002908274 57.69654491078657,17.007354116592843 57.69654491078657)"
50.532277,"Heavy Rain, began with #4079",130.272429,5,2,0.7,260000,2013/8/7,News,China,100,CH RS KN MG,2013/10/14,0,675,2013,8,7,2013,10,14,/Russia/DFO_4083_From_20130807_to_20131014/DFO_4083_From_20130807_to_20131014.tif,"(107.53058529731703 65.28955484980682,107.53058529731703 40.478086702425635,140.87604864383366 40.478086702425635,140.87604864383366 65.28955484980682,107.53058529731703 65.28955484980682)"
55.623585,Snowmelt,40.264523,5,1,0.7,2600,2012/4/8,News,Russia,0,RS UP FI EN LG LH BO,2012/4/26,0,675,2012,4,8,2012,4,26,/Russia/DFO_3916_From_20120408_to_20120426/DFO_3916_From_20120408_to_20120426.tif,"(23.97378914493973 64.9504408300517,23.97378914493973 49.3781453798398,57.31925249145637 49.3781453798398,57.31925249145637 64.9504408300517,23.97378914493973 64.9504408300517)"
47.943961,Heavy rain,124.701838,5,1,0.7,1000,2003/7/27,News,China,0,CH RS KN MG,2003/10/10,0,675,2003,7,27,2003,10,10,/Russia/DFO_2296_From_20030727_to_20031010/DFO_2296_From_20030727_to_20031010.tif,"(119.34792285990933 55.017319575900096,119.34792285990933 41.70653285345909,135.09763557873484 41.70653285345909,135.09763557873484 55.017319575900096,119.34792285990933 55.017319575900096)"
44.562689,Heavy rain,125.500543,5,1,0.7,1500,2005/7/1,News,China,5,CH RS KN MG,2005/8/12,0,675,2005,7,1,2005,8,12,/Russia/DFO_2688_From_20050701_to_20050812/DFO_2688_From_20050701_to_20050812.tif,"(116.61929018439629 52.710895083923226,116.61929018439629 40.95643959121929,135.09763557873484 40.95643959121929,135.09763557873484 52.710895083923226,116.61929018439629 52.710895083923226)"
48.404946,Snowmelt,65.592926,5,1,0.7,5600,2015/3/23,News,Kazahkstan,0,CH KG TI UZ KZ RS,2015/4/15,0,675,2015,3,23,2015,4,15,/Russia/DFO_4242_From_20150323_to_20150415/DFO_4242_From_20150323_to_20150415.tif,"(58.527486548597125 57.710019640048365,58.527486548597125 39.38214205579983,78.35555065732527 39.38214205579983,78.35555065732527 57.710019640048365,58.527486548597125 57.710019640048365)"
43.99291,Heavy rain,43.255015,5,2,0.7,200000,2002/6/19,News,Russia,117,TU IR AJ AM RS GG,2002/7/1,0,675,2002,6,19,2002,7,1,/Russia/DFO_1962_From_20020619_to_20020701/DFO_1962_From_20020619_to_20020701.tif,"(36.59511888681901 48.50453376603357,36.59511888681901 37.77864927364648,50.622312048345336 37.77864927364648,50.622312048345336 48.50453376603357,36.59511888681901 48.50453376603357)"
45.934582,Heavy rain,133.884674,5,1,0.7,0,2002/8/28,News,Russia,0,CH RS,2002/9/6,0,675,2002,8,28,2002,9,6,/Russia/DFO_2046_From_20020828_to_20020906/DFO_2046_From_20020828_to_20020906.tif,"(129.84922853126653 48.946954043462426,129.84922853126653 43.395365587603784,138.07555074559104 43.395365587603784,138.07555074559104 48.946954043462426,129.84922853126653 48.946954043462426)"
43.773883,Tropical Cyclone,132.057679,5,1,1.005,14140,2000/8/30,News,China,31,CH KS UU KN RS,2000/9/10,1,1319.71,2000,8,30,2000,9,10,/Russia/DFO_1627_From_20000830_to_20000910/DFO_1627_From_20000830_to_20000910.tif,"(111.95703385981597 53.11738274998731,111.95703385981597 30.95369890254841,141.5520308951336 30.95369890254841,141.5520308951336 53.11738274998731,111.95703385981597 53.11738274998731)"
51.975446,Rain and snowmelt,86.61021,5,1,0.7,4800,2004/4/14,News,Russia,18,CH KZ RS MG,2004/5/16,0,675,2004,4,14,2004,5,16,/Russia/DFO_2471_From_20040414_to_20040516/DFO_2471_From_20040414_to_20040516.tif,"(67.27034005129038 63.44351694094121,67.27034005129038 45.74446005557634,100.20931573174293 45.74446005557634,100.20931573174293 63.44351694094121,67.27034005129038 63.44351694094121)"
44.383722,Snow Melt,133.05758,5,1,0.7,0,2003/3/25,News,Russia,0,CH RS,2003/4/11,0,675,2003,3,25,2003,4,11,/Russia/DFO_2191_From_20030325_to_20030411/DFO_2191_From_20030325_to_20030411.tif,"(129.84922853126653 48.946954043462426,129.84922853126653 43.395365587603784,138.07555074559104 43.395365587603784,138.07555074559104 48.946954043462426,129.84922853126653 48.946954043462426)"
50.791203,Heavy rain,106.524637,5,1,0.7,6000,2006/7/12,News,Russia,0,RS MG,2006/7/14,0,675,2006,7,12,2006,7,14,/Russia/DFO_2923_From_20060712_to_20060714/DFO_2923_From_20060712_to_20060714.tif,"(92.98236927100137 60.12648775432987,92.98236927100137 46.37328075446,113.82777543899488 46.37328075446,113.82777543899488 60.12648775432987,92.98236927100137 60.12648775432987)"
51.31452,Snowmelt and Rain,47.035303,5,1,0.7,0,2016/4/15,DFO,Russia,0,KZ RS,2016/5/30,0,675,2016,4,15,2016,5,30,/Russia/DFO_4358_From_20160415_to_20160530/DFO_4358_From_20160415_to_20160530.tif,"(40.895803309541215 56.12673895178771,40.895803309541215 45.11563935669267,54.918504894646944 45.11563935669267,54.918504894646944 56.12673895178771,40.895803309541215 56.12673895178771)"
62.880691,Snowmelt,131.950433,5,1,0.7,1500,2002/5/24,News,Russia,0,RS,2002/6/1,0,675,2002,5,24,2002,6,1,/Russia/DFO_1931_From_20020524_to_20020601/DFO_1931_From_20020524_to_20020601.tif,"(119.14131034456184 65.28955484980682,119.14131034456184 55.48893510006284,141.52058986018943 55.48893510006284,141.52058986018943 65.28955484980682,119.14131034456184 65.28955484980682)"
42.648654,Heavy rain,41.55217,5,1,0.7,6000,2005/4/25,News,Georgia,0,TU KZ IR AJ AM RS GG UP,2005/5/30,0,675,2005,4,25,2005,5,30,/Russia/DFO_2650_From_20050425_to_20050530/DFO_2650_From_20050425_to_20050530.tif,"(31.96879517360347 64.9504408300517,31.96879517360347 37.77864927364648,60.690180595114875 37.77864927364648,60.690180595114875 64.9504408300517,31.96879517360347 64.9504408300517)"
51.447982,Heavy Rain and Snowmelt,53.673384,5,1.5,0.7,9000,2011/4/1,News,Kazakhstan,0,KZ RS,2011/4/19,0,675,2011,4,1,2011,4,19,/Russia/DFO_3801_From_20110401_to_20110419/DFO_3801_From_20110401_to_20110419.tif,"(44.257748260358525 55.338467289972826,44.257748260358525 45.11563935669267,60.690180595114875 45.11563935669267,60.690180595114875 55.338467289972826,44.257748260358525 55.338467289972826)"
43.090135,Heavy rain,88.211962,5,1,0.7,38500,2007/7/14,News,China,29,CH KG KZ RS MG,2007/8/3,0,675,2007,7,14,2007,8,3,/Russia/DFO_3132_From_20070714_to_20070803/DFO_3132_From_20070714_to_20070803.tif,"(67.59822512999399 58.12324467074334,67.59822512999399 34.69069048448562,99.26833047162772 34.69069048448562,99.26833047162772 58.12324467074334,67.59822512999399 58.12324467074334)"
56.937226,Snowmelt,85.839433,5,1,0.7,640,2007/5/11,News,Russia,0,CH KZ RS MG,2007/6/13,0,675,2007,5,11,2007,6,13,/Russia/DFO_3076_From_20070511_to_20070613/DFO_3076_From_20070511_to_20070613.tif,"(67.27034005129038 63.44351694094121,67.27034005129038 45.74446005557634,95.60544990063039 45.74446005557634,95.60544990063039 63.44351694094121,67.27034005129038 63.44351694094121)"
-16.033438,Heavy rain,-63.425614,5,1,0.7,100000,2006/1/25,News,Bolivia,23,BR CO EC PE BL CI PA AR,2006/4/17,0,675,2006,1,25,2006,4,17,/Bolivia/DFO_2786_From_20060125_to_20060417/DFO_2786_From_20060125_to_20060417.tif,"(-79.6131920550926 2.939736767281134,-79.6131920550926 -27.717518091507838,-53.1398406320903 -27.717518091507838,-53.1398406320903 2.939736767281134,-79.6131920550926 2.939736767281134)"
-16.465923,Torrential Rain,-65.599682,5,1.5,0.7,10000,2011/2/14,News,Bolivia,3,BR PE BL,2011/2/26,0,675,2011,2,14,2011,2,26,/Bolivia/DFO_3782_From_20110214_to_20110226/DFO_3782_From_20110214_to_20110226.tif,"(-72.41319505287463 -3.2024939878860943,-72.41319505287463 -20.47934268971479,-58.48706236081175 -20.47934268971479,-58.48706236081175 -3.2024939878860943,-72.41319505287463 -3.2024939878860943)"
-17.955485,Heavy Rain,-56.442003,5,1,0.7,1700,2016/1/5,News,Brazil,0,BR BL PA AR,2016/1/29,0,675,2016,1,5,2016,1,29,/Bolivia/DFO_4325_From_20160105_to_20160129/DFO_4325_From_20160105_to_20160129.tif,"(-67.00982861889571 -14.143974148461867,-67.00982861889571 -27.346963036808535,-53.1398406320903 -27.346963036808535,-53.1398406320903 -14.143974148461867,-67.00982861889571 -14.143974148461867)"
-23.646697,Torrential Rain,-59.272208,5,1.5,0.7,5000,2012/4/5,News,Paraguay,2,BR BL PA AR,2012/4/26,0,675,2012,4,5,2012,4,26,/Bolivia/DFO_3919_From_20120405_to_20120426/DFO_3919_From_20120405_to_20120426.tif,"(-67.00982861889571 -14.143974148461867,-67.00982861889571 -27.346963036808535,-53.1398406320903 -27.346963036808535,-53.1398406320903 -14.143974148461867,-67.00982861889571 -14.143974148461867)"
-31.619618,Heavy rain,-57.96164,5,1,0.7,2000,2002/10/12,News,Uruguay,0,BR BL PA AR UY UU,2002/11/11,0,675,2002,10,12,2002,11,11,/Bolivia/DFO_2073_From_20021012_to_20021111/DFO_2073_From_20021012_to_20021111.tif,"(-67.00982861889571 -14.143974148461867,-67.00982861889571 -35.73498200227457,-48.95369140809333 -35.73498200227457,-48.95369140809333 -14.143974148461867,-67.00982861889571 -14.143974148461867)"
-26.036936,Heavy Rain,-55.848159,5,2,0.7,170000,2015/12/1,News,Paraguay,12,BR BL PA AR UY UU,2016/1/29,0,675,2015,12,1,2016,1,29,/Bolivia/DFO_4315_From_20151201_to_20160129/DFO_4315_From_20151201_to_20160129.tif,"(-67.00982861889571 -14.143974148461867,-67.00982861889571 -34.64352893206935,-48.95369140809333 -34.64352893206935,-48.95369140809333 -14.143974148461867,-67.00982861889571 -14.143974148461867)"
-18.759929,Heavy Rain,-62.617998,5,1,1.274,0,2009/2/1,News,Bolivia,0,BR PE BL PA AR,2009/2/16,1,886.49,2009,2,1,2009,2,16,/Bolivia/DFO_3457_From_20090201_to_20090216/DFO_3457_From_20090201_to_20090216.tif,"(-72.41319505287463 -3.2024939878860943,-72.41319505287463 -27.346963036808532,-53.1398406320903 -27.346963036808532,-53.1398406320903 -3.2024939878860943,-72.41319505287463 -3.2024939878860943)"
-13.388781,Heavy Rain,-64.013513,5,2,0.7,84000,2014/1/10,News,Bolivia,60,BR PE BL PA AR,2014/5/1,0,675,2014,1,10,2014,5,1,/Bolivia/DFO_4117_From_20140110_to_20140501/DFO_4117_From_20140110_to_20140501.tif,"(-72.41319505287463 -3.2024939878860943,-72.41319505287463 -27.346963036808532,-53.1398406320903 -27.346963036808532,-53.1398406320903 -3.2024939878860943,-72.41319505287463 -3.2024939878860943)"
-26.67674,Heavy rain,-57.810991,5,1,0.7,1000,2002/5/6,News,Paraguay,0,BR BL PA AR UY UU,2002/5/28,0,675,2002,5,6,2002,5,28,/Bolivia/DFO_1925_From_20020506_to_20020528/DFO_1925_From_20020506_to_20020528.tif,"(-67.00982861889571 -14.143974148461867,-67.00982861889571 -32.95245040971435,-48.95369140809333 -32.95245040971435,-48.95369140809333 -14.143974148461867,-67.00982861889571 -14.143974148461867)"
-16.463788,Heavy Rain,-63.766078,5,1.5,0.7,1000,2015/1/5,News,Bolivia,23,BR PE BL,2015/2/9,0,675,2015,1,5,2015,2,9,/Bolivia/DFO_4220_From_20150105_to_20150209/DFO_4220_From_20150105_to_20150209.tif,"(-72.41319505287463 -3.2024939878860943,-72.41319505287463 -20.47934268971479,-58.48706236081175 -20.47934268971479,-58.48706236081175 -3.2024939878860943,-72.41319505287463 -3.2024939878860943)"
